,xmin,ymin,xmax,ymax,score,label
0,382.8979187011719,376.5187072753906,427.7200927734375,421.2164611816406,0.5610076785087585,Tree
1,189.98951721191406,291.4530944824219,257.9006042480469,351.3956298828125,0.551010251045227,Tree
2,441.0625305175781,313.591552734375,498.5958557128906,370.6950988769531,0.5322654843330383,Tree
3,344.98907470703125,339.7064208984375,384.51251220703125,382.2364196777344,0.5015261173248291,Tree
4,334.97332763671875,409.9505615234375,386.3800048828125,463.1058654785156,0.49689021706581116,Tree
5,445.6260681152344,455.8038024902344,494.6337890625,510.94976806640625,0.4908028542995453,Tree
6,523.8233642578125,117.66740417480469,594.3187866210938,186.59580993652344,0.4626331925392151,Tree
7,0.2634689211845398,526.7101440429688,41.64789962768555,581.01611328125,0.4552146792411804,Tree
8,493.0306396484375,516.990966796875,535.7473754882812,558.484619140625,0.4417112171649933,Tree
9,223.8435516357422,350.8915100097656,256.69049072265625,386.71209716796875,0.43154290318489075,Tree
10,387.3759460449219,325.6632385253906,424.5316162109375,366.5672302246094,0.3984718322753906,Tree
11,373.5023193359375,559.0615844726562,435.5259704589844,600.0,0.3861986994743347,Tree
12,488.9862976074219,378.1051940917969,543.4305419921875,438.76995849609375,0.38310348987579346,Tree
13,185.66221618652344,402.1571044921875,233.34521484375,448.6840515136719,0.37519973516464233,Tree
14,51.97030258178711,540.3627319335938,89.61249542236328,582.962158203125,0.36238688230514526,Tree
15,300.4968566894531,303.1658630371094,344.3790588378906,345.6930847167969,0.3486136794090271,Tree
16,548.7793579101562,556.5239868164062,577.3406982421875,584.5578002929688,0.33574414253234863,Tree
17,240.24139404296875,0.14630627632141113,298.54803466796875,34.73009490966797,0.3333185017108917,Tree
18,128.84500122070312,330.746337890625,167.1486053466797,368.8430480957031,0.33262473344802856,Tree
19,78.16728973388672,300.1437072753906,119.69202423095703,341.5025329589844,0.3287336826324463,Tree
20,179.67559814453125,469.8703308105469,213.7309112548828,506.6058654785156,0.3013235330581665,Tree
21,0.7119782567024231,2.157071828842163,42.06295394897461,63.308807373046875,0.2962138056755066,Tree
22,126.62944793701172,298.3414306640625,161.1748809814453,328.53546142578125,0.28946900367736816,Tree
23,499.0873107910156,293.6163635253906,534.7796020507812,330.4363708496094,0.2835000157356262,Tree
24,80.54951477050781,8.593732833862305,132.4417266845703,61.46864700317383,0.2778140902519226,Tree
25,265.1829833984375,46.20500183105469,305.4862060546875,93.19486999511719,0.26429522037506104,Tree
26,109.57563018798828,533.2186279296875,160.3249969482422,581.7311401367188,0.2432328760623932,Tree
27,203.5867919921875,540.4366455078125,243.55911254882812,577.8826293945312,0.2358277440071106,Tree
28,112.17230987548828,486.49383544921875,146.85543823242188,520.5245361328125,0.2076498568058014,Tree
29,0.0,292.97998046875,29.801284790039062,337.3621826171875,0.20119652152061462,Tree
30,583.0413208007812,405.3252868652344,600.0,443.2786865234375,0.20021560788154602,Tree
