id,ECO_NAME,feature_x,feature_y,BIOME ID,Carbon Storage Trees - kg per Tree,Carbon Storage Rooftops - kg per m2^2,Oxygen Trees - kg / tree,Oxygen Rooftops - kg / m2,Carbon Dioxide Cars - kg / car,Urban Cooling Trees - Kelvin / tree,Urban Cooling Rooftops - Kelvin / m2^2
1598,Rock and Ice,"46,846,729,190,113,600","-79,230,207,153,997,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1599,Rock and Ice,"86,807,226,592,244,900","-74,782,954,607,367,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1600,Rock and Ice,"177,670,875,987,557,000","-86,435,768,306,477,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1601,Rock and Ice,"-8,125,441,671,378,430","-86,696,350,879,446,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1602,Rock and Ice,"28,467,639,668,813,100","-83,001,560,557,335,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1603,Rock and Ice,"-22,733,566,570,845,500","-84,459,026,925,186,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1604,Rock and Ice,"-57,262,236,335,076,100","-84,730,131,113,784,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1605,Rock and Ice,"-21,635,750,575,816,700","-87,491,959,521,316,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1606,Rock and Ice,"76,213,061,298,347,500","-84,138,301,824,833,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1607,Rock and Ice,"73,642,639,569,568,300","-81,174,605,838,110,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1608,Rock and Ice,"59,153,217,266,501,600","-79,519,303,000,591,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1609,Rock and Ice,"40,287,165,819,771,900","-83,806,003,229,651,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1610,Rock and Ice,"43,387,841,040,330,600","-73,138,056,821,498,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1611,Rock and Ice,"61,217,541,860,673,800","-80,320,574,052,091,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1612,Rock and Ice,"-137,389,796,224,514,000","-88,967,296,149,108,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1613,Rock and Ice,"44,410,566,309,007,400","-88,113,671,990,286,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1614,Rock and Ice,"137,382,141,961,467,000","-85,408,409,857,269,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1615,Rock and Ice,"-88,569,074,547,100,000","-85,237,867,264,471,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1616,Rock and Ice,"120,295,394,411,602,000","-69,582,678,045,791,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1617,Rock and Ice,"-111,562,883,645,563,000","-82,962,390,459,855,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1618,Rock and Ice,"65,699,749,490,457,700","-69,955,466,876,193,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1619,Rock and Ice,"126,153,362,944,707,000","-86,421,593,296,214,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1620,Rock and Ice,"75,574,648,616,043,600","-86,447,337,040,680,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1621,Rock and Ice,"92,727,663,742,592,400","-73,575,293,068,004,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1622,Rock and Ice,"44,228,312,749,713,900","-85,457,751,866,003,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1623,Rock and Ice,"-72,612,766,028,581,100","-86,429,101,738,782,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1624,Rock and Ice,"90,940,376,561,294,000","-73,544,166,256,977,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1625,Rock and Ice,"156,945,592,904,575,000","-87,016,900,142,443,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1626,Rock and Ice,"35,689,058,829,344,300","-74,374,083,771,910,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1627,Rock and Ice,"158,125,398,469,689,000","-76,328,434,639,554,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1628,Rock and Ice,"121,738,765,666,438,000","-79,521,680,227,426,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1629,Rock and Ice,"-28,519,212,299,263,800","-84,267,781,363,627,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1630,Rock and Ice,"-19,826,911,509,574,800","-83,357,666,909,949,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1631,Rock and Ice,"37,845,921,754,197,800","-74,192,225,306,604,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1632,Rock and Ice,"148,477,798,833,262,000","-83,765,294,437,752,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1633,Rock and Ice,"-10,200,927,978,271,200","-75,843,822,112,657,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1634,Rock and Ice,"-130,146,460,978,008,000","-78,511,296,184,564,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1635,Rock and Ice,"86,853,762,166,941,300","-76,074,822,748,234,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1636,Rock and Ice,"-10,678,206,919,402,300","-89,205,389,528,249,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1637,Rock and Ice,"131,737,085,733,341,000","-80,993,237,535,492,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1638,Rock and Ice,"-8,301,145,894,917,990","-85,205,249,726,795,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1639,Rock and Ice,"111,420,824,088,889,000","-78,678,813,568,066,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1640,Rock and Ice,-0.567489938,"-84,460,205,341,033,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1641,Rock and Ice,"6,756,347,532,066,910","-79,827,623,366,367,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1642,Rock and Ice,"34,979,217,652,424,300","-77,967,539,758,182,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1643,Rock and Ice,"-2,829,860,342,214,880","-74,010,567,730,128,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1644,Rock and Ice,"-30,513,884,377,129,400","-85,464,776,325,869,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1645,Rock and Ice,"172,986,367,152,318,000","-87,186,957,513,568,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1646,Rock and Ice,"174,319,114,950,866,000","-89,694,099,419,779,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1647,Rock and Ice,"-71,115,108,541,246,700","-88,324,621,131,578,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1648,Rock and Ice,"81,623,386,187,059,400","-70,469,960,344,075,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1649,Rock and Ice,"-100,870,283,860,875,000","-80,703,648,957,451,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1650,Rock and Ice,"-130,165,460,343,862,000","-88,749,516,011,154,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1651,Rock and Ice,"110,081,837,334,826,000","-86,383,498,304,152,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1652,Rock and Ice,"-20,572,255,467,351,500","-88,777,779,827,356,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1653,Rock and Ice,"-113,108,669,978,661,000","-78,670,886,849,477,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1654,Rock and Ice,"160,475,141,993,835,000","-73,082,468,701,290,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1655,Rock and Ice,"114,089,465,191,563,000","-83,139,696,563,557,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1656,Rock and Ice,"-62,558,209,780,562,800","-89,547,171,699,080,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1657,Rock and Ice,"32,767,922,053,872,800","-71,207,812,228,142,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1658,Rock and Ice,"93,614,861,278,559,600","-74,229,846,512,736,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1659,Rock and Ice,"22,981,728,902,219,300","-82,280,127,569,374,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1660,Rock and Ice,"-110,820,269,979,405,000","-86,517,945,590,648,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1661,Rock and Ice,"129,883,129,986,605,000","-77,591,978,313,859,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1662,Rock and Ice,"-119,981,908,160,234,000","-81,512,964,438,896,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1663,Rock and Ice,"9,941,770,860,756,740","-81,624,665,127,732,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1664,Rock and Ice,"147,204,136,377,469,000","-70,202,223,771,671,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1665,Rock and Ice,"123,052,783,698,776,000","-85,779,952,292,073,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1666,Rock and Ice,"-162,958,952,856,473,000","-88,205,195,280,333,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1667,Rock and Ice,"-124,967,964,806,322,000","-84,892,781,675,042,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1668,Rock and Ice,"115,113,013,184,868,000","-84,613,610,791,044,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1669,Rock and Ice,"80,986,422,578,528,700","-74,467,482,968,643,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1670,Rock and Ice,"140,281,655,695,818,000","-77,494,351,542,487,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1671,Rock and Ice,"174,341,835,724,071,000","-88,399,902,528,825,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1672,Rock and Ice,"-86,741,098,593,634,700","-75,279,111,986,081,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1673,Rock and Ice,"31,354,853,104,985,200","-86,688,818,311,169,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1674,Rock and Ice,"27,161,571,684,656,800","-73,637,505,670,535,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1675,Rock and Ice,"85,398,159,794,077,100","-72,915,580,285,847,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1676,Rock and Ice,"158,310,280,927,340,000","-85,698,574,514,993,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1677,Rock and Ice,"130,614,265,445,285,000","-85,208,772,395,678,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1678,Rock and Ice,"-6,775,474,683,742,480","-88,959,488,835,013,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1679,Rock and Ice,"142,868,387,558,072,000","-88,194,700,719,852,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1680,Rock and Ice,"-138,317,991,580,178,000","-81,545,106,526,590,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1681,Rock and Ice,"-136,745,987,045,649,000","-80,472,061,930,676,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1682,Rock and Ice,"55,085,604,818,029,300","-89,818,178,452,874,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1683,Rock and Ice,"90,421,734,392,479,000","-88,633,010,676,513,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1684,Rock and Ice,"147,023,132,896,467,000","-77,421,252,430,786,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1685,Rock and Ice,"22,689,242,072,872,600","-80,789,556,019,417,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1686,Rock and Ice,"-24,924,119,070,789,600","-77,940,732,522,748,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1687,Rock and Ice,"-15,382,892,831,130,100","-88,704,023,121,788,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1688,Rock and Ice,"-11,410,418,332,567,500","-87,839,808,954,835,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1689,Rock and Ice,"20,375,067,241,154,400","-75,110,815,428,271,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1690,Rock and Ice,"39,939,830,820,673,600","-84,097,983,996,522,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1691,Rock and Ice,"52,121,093,668,838,700","-88,665,307,158,877,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1692,Rock and Ice,"130,639,344,522,217,000","-88,741,563,796,045,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1693,Rock and Ice,"81,352,267,457,793,800","-86,635,913,266,568,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1694,Rock and Ice,"110,796,266,701,667,000","-77,747,226,994,105,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1695,Rock and Ice,"-119,747,971,871,023,000","-89,042,667,381,361,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1696,Rock and Ice,"126,431,053,421,878,000","-76,522,132,000,849,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1697,Rock and Ice,"-79,723,020,071,061,200","-88,155,212,440,891,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1698,Rock and Ice,"-50,574,217,287,683,500","-89,290,861,424,288,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1699,Rock and Ice,"-28,763,819,186,898,400","-89,205,468,242,996,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1700,Rock and Ice,"100,724,984,649,841,000","-75,773,511,039,503,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1701,Rock and Ice,"-130,591,496,143,433,000","-77,090,557,768,313,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1702,Rock and Ice,"-95,994,029,152,336,700","-84,029,340,276,785,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1703,Rock and Ice,"-106,145,130,404,123,000","-81,368,849,633,262,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1704,Rock and Ice,"145,201,132,697,813,000","-75,511,022,178,749,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1705,Rock and Ice,"104,030,506,623,803,000","-72,345,141,798,039,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1706,Rock and Ice,"27,525,924,633,030,900","-83,362,768,431,727,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1707,Rock and Ice,"-102,670,074,493,281,000","-77,579,234,102,129,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1708,Rock and Ice,"128,044,210,307,403,000","-84,020,249,147,589,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1709,Rock and Ice,"65,970,556,016,975,800","-76,345,453,286,001,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1710,Rock and Ice,"97,783,679,080,597,800","-81,694,132,013,666,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1711,Rock and Ice,"5,415,177,074,681,870","-74,889,180,726,992,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1712,Rock and Ice,"115,076,955,591,372,000","-82,758,815,044,224,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1713,Rock and Ice,"37,191,630,000,007,900","-88,094,603,216,717,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1714,Rock and Ice,"153,792,259,967,732,000","-83,363,835,270,441,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1715,Rock and Ice,"-25,873,334,878,036,500","-84,144,063,995,481,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1716,Rock and Ice,"-96,677,529,061,539,700","-75,654,159,311,514,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1717,Rock and Ice,"111,494,237,131,790,000","-80,972,056,829,485,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1718,Rock and Ice,"-127,227,516,542,075,000","-85,543,102,520,082,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1719,Rock and Ice,"-98,894,585,361,064,800","-81,234,306,244,246,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1720,Rock and Ice,"106,058,530,414,244,000","-75,190,403,467,954,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1721,Rock and Ice,"127,044,525,780,211,000","-81,717,765,160,628,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1722,Rock and Ice,"-24,805,183,828,097,600","-86,654,651,932,940,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1723,Rock and Ice,"-128,494,176,993,789,000","-87,868,555,801,320,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1724,Rock and Ice,"-79,960,033,797,045,000","-89,225,075,643,013,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1725,Rock and Ice,"54,574,814,871,151,800","-87,187,733,802,331,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1726,Rock and Ice,"110,927,518,347,486,000","-89,542,276,920,086,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1727,Rock and Ice,"-72,600,629,388,671,900","-87,298,717,989,649,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1728,Rock and Ice,"138,909,120,393,048,000","-73,438,862,325,684,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1729,Rock and Ice,"-141,766,446,749,964,000","-88,536,903,841,390,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1730,Rock and Ice,"-161,358,755,269,219,000","-87,189,141,175,646,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1731,Rock and Ice,"-86,526,608,462,249,000","-80,291,958,537,197,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1732,Rock and Ice,"130,090,160,196,444,000","-71,494,062,514,893,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1733,Rock and Ice,"-148,774,716,629,938,000","-89,606,878,332,203,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1734,Rock and Ice,"129,033,343,863,193,000","-74,805,637,962,925,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1735,Rock and Ice,"79,006,548,366,630,000","-82,303,009,494,925,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1736,Rock and Ice,"108,792,142,816,013,000","-78,313,547,653,012,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1737,Rock and Ice,"-123,719,036,951,608,000","-85,394,685,031,350,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1738,Rock and Ice,"-70,235,124,733,469,100","-87,684,616,514,200,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1739,Rock and Ice,"91,878,596,256,519,200","-83,305,841,981,683,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1740,Rock and Ice,"164,008,758,141,974,000","-87,508,890,326,741,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1741,Rock and Ice,"39,059,433,892,795,100","-77,811,326,388,109,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1742,Rock and Ice,"95,517,374,273,096,900","-72,015,825,378,695,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1743,Rock and Ice,"12,326,338,034,160,900","-80,007,997,741,752,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1744,Rock and Ice,"-80,842,885,978,424,100","-86,274,674,603,694,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1745,Rock and Ice,"133,814,461,092,070,000","-89,471,424,719,905,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1746,Rock and Ice,"-20,442,608,186,297,900","-87,741,294,224,821,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1747,Rock and Ice,"-96,446,864,682,462,200","-83,204,951,327,839,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1748,Rock and Ice,"166,046,195,974,985,000","-89,867,436,050,441,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1749,Rock and Ice,"126,266,540,609,873,000","-77,232,648,584,347,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1750,Rock and Ice,"89,095,643,126,828,400","-80,076,119,623,755,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1751,Rock and Ice,"29,867,260,048,455,800","-80,299,211,233,101,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1752,Rock and Ice,"134,254,874,325,180,000","-83,116,286,797,346,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1753,Rock and Ice,"79,449,744,448,306,900","-70,793,549,176,538,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1754,Rock and Ice,"-95,501,184,793,347,000","-89,190,331,088,557,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1755,Rock and Ice,"-114,367,784,613,127,000","-88,647,075,823,096,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1756,Rock and Ice,"107,649,738,373,937,000","-70,420,585,805,840,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1757,Rock and Ice,"-102,331,059,257,956,000","-84,613,698,334,642,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1758,Rock and Ice,"89,910,904,475,289,900","-84,817,562,295,954,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1759,Rock and Ice,"46,348,512,428,169,600","-85,454,448,610,642,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1760,Rock and Ice,"159,245,189,048,366,000","-89,087,185,828,954,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1761,Rock and Ice,"94,170,123,954,769,300","-82,984,624,912,474,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1762,Rock and Ice,"20,294,423,320,699,500","-82,130,749,829,391,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1763,Rock and Ice,"51,803,894,644,125,800","-70,167,416,542,039,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1764,Rock and Ice,"67,423,987,479,813,800","-86,446,856,890,796,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1765,Rock and Ice,"12,321,224,073,297,200","-85,127,610,752,883,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1766,Rock and Ice,"-106,689,781,608,228,000","-86,748,512,641,050,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1767,Rock and Ice,"-119,622,948,426,631,000","-83,197,991,676,972,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1768,Rock and Ice,"121,962,036,481,692,000","-71,094,040,173,812,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1769,Rock and Ice,"-13,972,323,078,203,600","-78,139,997,732,201,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1770,Rock and Ice,"13,526,010,609,552,700","-81,685,123,999,923,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1771,Rock and Ice,"161,805,643,251,069,000","-86,430,373,149,686,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1772,Rock and Ice,"-45,918,532,760,823,200","-89,564,488,584,497,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1773,Rock and Ice,"-120,643,490,046,903,000","-85,112,640,547,161,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1774,Rock and Ice,"-110,249,659,293,488,000","-83,026,131,145,771,600",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1775,Rock and Ice,"98,533,858,864,945,300","-83,184,191,520,535,300",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1776,Rock and Ice,"88,214,103,710,638,700","-73,343,002,732,783,500",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1777,Rock and Ice,"155,880,519,460,180,000","-86,444,020,848,824,200",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1778,Rock and Ice,"96,912,565,888,665,500","-77,309,015,809,590,900",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1779,Rock and Ice,"46,578,167,439,350,700","-78,148,082,292,894,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1780,Rock and Ice,"51,256,877,089,243,800","-87,457,058,406,636,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1781,Rock and Ice,"161,390,786,196,192,000","-89,429,946,352,820,400",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1782,Rock and Ice,"-86,826,991,862,754,600","-88,216,365,658,878,800",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1783,Rock and Ice,"4,777,806,146,740,910","-77,110,710,416,654,000",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1784,Rock and Ice,"5,628,171,247,426,390","-87,430,450,623,982,700",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
1785,Rock and Ice,"115,216,630,189,872,000","-78,699,512,321,939,100",99,0.1,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
