,xmin,ymin,xmax,ymax,score,label
0,757.0253295898438,885.783935546875,861.5962524414062,983.340087890625,0.37606915831565857,Tree
1,390.55859375,357.8436279296875,451.31622314453125,427.5881652832031,0.31973475217819214,Tree
2,720.3162231445312,834.7323608398438,775.6612548828125,896.5951538085938,0.27498844265937805,Tree
3,159.90460205078125,610.9417114257812,241.82110595703125,693.2566528320312,0.25832200050354004,Tree
4,937.7097778320312,414.5164794921875,1015.9170532226562,495.3407287597656,0.24970683455467224,Tree
5,70.16563415527344,873.8443603515625,253.02386474609375,1021.8570556640625,0.2370329201221466,Tree
6,207.89801025390625,575.419677734375,268.1205139160156,636.0847778320312,0.218366801738739,Tree
7,1033.4606857299805,954.0176391601562,1101.0059051513672,1022.410888671875,0.45636966824531555,Tree
8,1163.2227478027344,881.1073608398438,1328.0411071777344,1022.0286865234375,0.42193999886512756,Tree
9,1213.68505859375,0.0,1353.805419921875,68.84684753417969,0.34382912516593933,Tree
10,1524.4119873046875,7.662868499755859,1612.9118041992188,96.28556823730469,0.34162771701812744,Tree
11,1173.9322052001953,638.0091552734375,1350.3723754882812,817.9614868164062,0.30104249715805054,Tree
12,1024.2451826930046,880.2210083007812,1069.8642692565918,936.767333984375,0.2372826337814331,Tree
13,1246.0339965820312,340.1021423339844,1287.7843017578125,384.689208984375,0.22313636541366577,Tree
14,1409.6130065917969,0.0,1505.6554565429688,56.40494155883789,0.20554667711257935,Tree
15,1117.8871994018555,954.251708984375,1183.0501556396484,1023.17919921875,0.20378679037094116,Tree
16,2735.3365478515625,207.36386108398438,2886.6498413085938,363.6169128417969,0.5001246929168701,Tree
17,2474.4297790527344,282.4238586425781,2604.169677734375,424.374267578125,0.38851019740104675,Tree
18,2771.551513671875,157.59645080566406,2830.5459594726562,217.19979858398438,0.2725570499897003,Tree
19,2971.9265747070312,935.2000732421875,3031.327392578125,994.1634521484375,0.2363937497138977,Tree
20,2674.557373046875,147.52777099609375,2715.3026733398438,190.49697875976562,0.22427162528038025,Tree
21,2770.6810913085938,965.202880859375,2840.9575805664062,1023.837158203125,0.22376146912574768,Tree
22,2119.930953979492,0.0,2285.651153564453,66.5858154296875,0.22326618432998657,Tree
23,505.9642333984375,1541.7410278320312,578.4427490234375,1618.8549194335938,0.33406755328178406,Tree
24,282.0650634765625,1522.7188415527344,334.023681640625,1574.47509765625,0.3223215639591217,Tree
25,704.8458862304688,1035.0138998031616,786.6076049804688,1122.7290649414062,0.31966421008110046,Tree
26,459.1475830078125,1618.9560546875,521.2200317382812,1682.4996948242188,0.29915034770965576,Tree
27,650.5765380859375,1143.624366760254,711.4540405273438,1203.8705596923828,0.29618602991104126,Tree
28,370.9825439453125,1127.208251953125,491.0966491699219,1246.3379364013672,0.28805381059646606,Tree
29,201.2549285888672,1806.1048583984375,264.22357177734375,1871.93310546875,0.2634282112121582,Tree
30,918.0279541015625,1310.2086791992188,969.7823486328125,1364.7745666503906,0.259687602519989,Tree
31,764.5977172851562,1024.3471095263958,813.24755859375,1058.4843215942383,0.22424852848052979,Tree
32,1024.0,1650.74462890625,1068.1061363220215,1740.7081298828125,0.35245707631111145,Tree
33,1087.2776641845703,1024.0,1195.9195709228516,1093.47216796875,0.33271491527557373,Tree
34,1484.0172729492188,1686.2341918945312,1541.5267333984375,1747.15478515625,0.2982257008552551,Tree
35,1653.8370971679688,1024.0,1710.0234375,1055.6410293579102,0.23064285516738892,Tree
36,1859.7472534179688,1510.0230407714844,1902.1942138671875,1552.2542724609375,0.22264185547828674,Tree
37,1090.3224258422852,1114.8492126464844,1243.0988464355469,1270.7235717773438,0.2119588851928711,Tree
38,1903.2616577148438,1080.9426612854004,1974.3900146484375,1150.4538497924805,0.20853561162948608,Tree
39,2324.19677734375,1024.2941156029701,2464.5906677246094,1099.8215560913086,0.2927708625793457,Tree
40,2754.330810546875,1951.0017700195312,2821.9522705078125,2024.8766479492188,0.22629302740097046,Tree
41,2977.9432983398438,1278.1744537353516,3070.3909912109375,1416.5810546875,0.21958932280540466,Tree
42,841.27587890625,2800.6212768554688,915.8914794921875,2871.1204833984375,0.44395625591278076,Tree
43,579.8888549804688,2924.822265625,692.5906982421875,3034.731689453125,0.4365226924419403,Tree
44,99.4478530883789,2871.553955078125,274.43194580078125,3036.6077880859375,0.34333035349845886,Tree
45,964.2243041992188,2812.7205200195312,1024.0,2939.8443603515625,0.33884745836257935,Tree
46,700.1603393554688,2726.8790893554688,833.276123046875,2865.191162109375,0.33304575085639954,Tree
47,84.51471710205078,2524.3665161132812,256.5470886230469,2701.2540893554688,0.22606799006462097,Tree
48,0.0,2524.3805541992188,52.31363296508789,2585.74951171875,0.208210289478302,Tree
49,1282.8933715820312,2221.809768676758,1418.1114196777344,2358.4846801757812,0.34031593799591064,Tree
50,1149.273796081543,2315.641845703125,1291.5178833007812,2445.7542724609375,0.3390936255455017,Tree
51,1653.349609375,2258.531692504883,1759.6644287109375,2368.412872314453,0.331801176071167,Tree
52,1868.2000732421875,2156.9243774414062,2039.3375854492188,2346.7400512695312,0.25287288427352905,Tree
53,1989.5335083007812,2344.818389892578,2048.0,2447.643310546875,0.24718701839447021,Tree
54,1757.765869140625,2379.6051635742188,1866.611083984375,2498.2772521972656,0.24220234155654907,Tree
55,2274.34716796875,3003.6754150390625,2364.3734130859375,3071.8396606445312,0.3929601311683655,Tree
56,2985.194580078125,2127.952217102051,3072.0,2249.3902587890625,0.3835865259170532,Tree
57,2552.927764892578,2945.9119262695312,2610.602294921875,3006.74853515625,0.33638566732406616,Tree
58,2048.0,2106.714900970459,2339.6635131835938,2413.3572692871094,0.30862554907798767,Tree
59,2777.98046875,2160.521484375,2871.8396606445312,2259.8753967285156,0.30827099084854126,Tree
60,2314.1359252929688,2051.2752737998962,2543.6866455078125,2244.704299926758,0.30375105142593384,Tree
61,2363.566864013672,2981.6546020507812,2407.4778442382812,3025.5106201171875,0.2881573438644409,Tree
62,2496.651092529297,2864.8032836914062,2547.7084350585938,2919.2230224609375,0.28699809312820435,Tree
63,2999.1082153320312,2048.0,3072.0,2107.288787841797,0.2578044831752777,Tree
64,2880.88525390625,2205.1478576660156,2943.2008056640625,2278.861373901367,0.23988750576972961,Tree
65,2673.87939453125,2160.977584838867,2744.5167846679688,2236.4940185546875,0.22370263934135437,Tree
